SORT_ID,Company Name,Location Type,Ownership Type,Dow Jones Industry,SIC,SIC Descriptor,NAICS,NAICS Descriptor,NACE,NACE Descriptor,Exchange,Index Membership,Auditor/Accountant,URL,Address1,Address2,Address3,Contact Name,Contact Title,Contact Number,Contact Fax,Contact E-Mail Address,City,State/Province,Country/Region,Postal Code,Phone,Fax,"Sales, USD","Audit Fees (Including Non-Audit Fees), USD","Non-Audit Fees, USD",Employees,"Market Cap, USD",Sales Growth,Employee Growth,"EPS, USD","Net Income, USD",Net Profit Margin,"Total Assets, USD","Total Liabilities, USD","Beta, last 5 years",P/E Ratio,Current Ratio,Debt/Equity Ratio,Debt/Assets Ratio,Return on Equity,Return on Assets,Symbol,DUNS,Business Description,Bank Name,Selected Legal Status Categories,Hierarchy Designation,Ultimate Parent Name,Ultimate Parent Location
SENDJ-1_00000054,Kuehne & Nagel (Ireland) Limited,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://home.kuehne-nagel.com,Unit 5,Horizon Logistics Park  Harristown Lane,,Monika Pauswek,Director,353 18239777,,,Swords,Co Dublin,Ireland,K67 Y954,353 18239777,,648641538.0,,,431.0,,,,,28267748.0,,132111681.0,132111681.0,,,1.2,,,,0.242,,989213871,Legal Services Office,,Corporation,Domestic Ultimate,Kuhne Holding Ag,Switzerland
SENDJ-1_00000055,Braddell Limited,Principal Subsidiary,Unlisted,Legal Services,7699,"Repair Shops and Related Services, NEC",811412,Appliance Repair and Maintenance,52.74,Repair n.e.c.,,,,http://www.airport-parking.org.uk,Rd Floor Comfort Delgro House,329 Edgware Road,,Mark Greaves,Director,,,,London,London,England,NW2 6JP,,,620254724.0,,,4849.0,,,,,-1275846.0,,541908840.0,541908840.0,,,0.6,,,,-0.013,,239092161,Repair Services,,Corporation,Domestic Ultimate,ComfortDelGro Corp. Ltd.,Singapore
SENDJ-1_00000056,Bird & Bird Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.twobirds.com,12 New Fetter Lane,,,Joseph Fesenmair,Designated Limited Liability Partnership Member,44 2074156000,,,London,London,England,EC4A 1AG,44 2074156000,,615717184.0,,,2901.0,,,,,298587.0,,379643932.0,379643932.0,,,3.1,,,,0.01,,211379393,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Bird & Bird Llp,England
SENDJ-1_00000057,Guidehouse Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.guidehouse.com,1676 Intl Dr Ste 800,,,Mr Scott Mcintyre,Chief Executive Officer,1 571 633 1711,,,Mclean,VA,USA,22102-3600,1 571 633 1711,,589072718.0,,,7000.0,,0.0,0.0,,,,,,,,,,,,,,79529872,Legal Services Office Management Consulting Services,,Limited Liability Partnership,Global Ultimate,Guidehouse Llp,USA
SENDJ-1_00000058,Dentons Europe Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.dentons.com,One Fleet Place,,,Evan Lazar,Designated Limited Liability Partnership Member,44 2072421212,,,London,London,England,EC4P 4GD,44 2072421212,,548860572.0,,,1860.0,,,,,0.0,,327436754.0,327436754.0,,,2.2,,,,0.008,,348596854,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Dentons Europe Llp,England
SENDJ-1_00000059,Addleshaw Goddard Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.addleshawgoddard.com,Milton Gate,60 Chiswell Street,,Justine Delroy,Designated Limited Liability Partnership Member,,,,London,London,England,EC1Y 4AG,,,545561807.0,,,2084.0,,,,,142424271.0,,420397245.0,420397245.0,,,3.9,,,,0.346,,349302716,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Addleshaw Goddard Llp,England
SENDJ-1_00000060,Oracle Research Company Unlimited Company,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,70 Sir John Rogerson's Quay,Dublin 2,,Emma Clery,Director,,,,Dublin,Co Dublin,Ireland,D02 R296,,,543446987.0,,,19.0,,,,,442511670.0,,1287014186.0,1287014186.0,,,75.3,,,,0.362,,896848350,Legal Services Office,,Corporation,,
SENDJ-1_00000061,Department Of Justice & Attorney General,Principal Subsidiary,Unlisted,Legal Services,9222,Legal Counsel and Prosecution,922130,Legal Counsel and Prosecution,75.23,Justice and judicial activities,,,,http://www.justice.qld.gov.au,50 Ann St,,,Yvette D'ath,,61 733284811,,,Brisbane,QLD,Australia,4000,61 733284811,,516354109.0,,,2000.0,,,,,,,,,,,,,,,,,889273541,Legal Counsel/Prosecution,,State-Owned Company,,State Government Of Queensland,Australia
SENDJ-1_00000062,Norton Rose Fulbright Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.nortonrosefulbright.com,3 More London Riverside,,,Anne Higginbottom,Designated Limited Liability Partnership Member,44 2072836000,,,London,London,England,SE1 2AQ,44 2072836000,,500114594.0,,,2628.0,,,,,135122596.0,,490359290.0,490359290.0,,,2.8,,,,0.284,,210003907,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Norton Rose Fulbright Llp,England
SENDJ-1_00000063,Mcguirewoods Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.mcguirewoods.com,800 E Canal St,,,Mr Jonathan P Harmon,Chairman Of The Board,1 804 775 1000,,,Richmond,VA,USA,23219-3956,1 804 775 1000,,492900684.0,,,1127.0,,0.0,0.0,,,,,,,,,,,,,,58902008,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Mcguirewoods Llp,USA
SENDJ-1_00000064,Kirkland & Ellis Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.kirkland.com,333 W Wolf Point Plz,,,Mr Jeffrey C Hammes,Partner,1 312 862 2000,,,Chicago,IL,USA,60654-8878,1 312 862 2000,,487946095.0,,,2400.0,,0.0,0.0,,,,,,,,,,,,,,68613447,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Kirkland & Ellis Llp,USA
SENDJ-1_00000065,Reed Smith Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.reedsmith.com,225 5th Ave,,,Mr Alexander Thomas,Partner,1 412 288 3131,,,Pittsburgh,PA,USA,15222-2716,1 412 288 3131,,487574108.0,,,2000.0,,0.0,0.0,,,,,,,,,,,,,,68744457,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Reed Smith Llp,USA
SENDJ-1_00000066,Fitbit International Holdings Unlimited Company,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,,70 Sir John Rogerson's Quay,Dublin 2,,Valentine Bohan,Director,,,,Dublin,Co Dublin,Ireland,D02 R296,,,478043000.0,,,216.0,,,,,-140953000.0,,265800000.0,265800000.0,,,0.4,,,,-0.528,,985598751,Legal Services Office,,Corporation,,
SENDJ-1_00000067,DWF Group Ltd.,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,London Stock Exchange,,Deloitte & Touche,http://www.dwfgroup.com,20 Fenchurch Street,,,,,,,,London,Greater London,United Kingdom,EC3M 3AG,44 333 3202220,1 333 320 4440,477640870.0,1689603.0,,,,0.0853524134741122,,,15639655.0,0.0327435444156828,503715757.0,413183679.0,0.459638199860189,16.0,1.93425110284458,291.68505641837,52.4241184570254,0.198887876899477,0.0333319497463349,,224361229,"DWF Group Plc is engaged in the provision of complex legal, managed and connected services. It focuses on the insurance, real estate and financial services sectors. The firm operates through the following segments: Legal Advisory Services, Connected Servi",,,,
SENDJ-1_00000068,Simmons & Simmons LLP,,Unlisted,Legal Services,81,Legal services,5411,Legal Services,74.11,Legal activities,,,,http://www.simmons-simmons.com,One Ropemaker Street,,,Colin Passmore,"Chairman, Senior Partner",44 20 76282020,44 20 76282070,,Greater London,,United Kingdom,,44 20 76282020,44 20 76282070,475787273.0,,,,,,,,,,,,,,,,,,,,227166428,,,,,
SENDJ-1_00000069,Seyfarth Shaw Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.seyfarth.com,233 S Wacker Dr Ste 8000,,,Mr David J Rowland,Managing Partner,1 312 460 5000,,,Chicago,IL,USA,60606-6448,1 312 460 5000,,474046961.0,,,1608.0,,0.0,0.0,,,,,,,,,,,,,,72358559,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Seyfarth Shaw Llp,USA
SENDJ-1_00000070,Deforest Guanajuato  S.C.,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.deforest.mx,Valle De Atemajac No. 218,Valle Del Campestre,,Renata Arevalo Ram’rez,,52 4771030000,,,Le—n,GUA,Mexico,37150,52 4771030000,,471377639.0,,,5.0,,,,,,,,,,,,,,,,,951713342,Legal Services Office,,Non-Profit Organization,,
SENDJ-1_00000071,White & Case Llp,Single Location,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.whitecase.com,5 Old Broad Street,,,Oliver Brettle,Designated Limited Liability Partnership Member,44 2075321000,,,London,London,England,EC2N 1DW,44 2075321000,,470151543.0,,,896.0,,,,,188594829.0,,385990708.0,385990708.0,,,2.0,,,,0.489,,672071552,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000072,Goodwin Procter Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.goodwinlaw.com,100 Northern Ave,,,Mr Bob Bishop,Partner,1 617 570 1000,,,Boston,MA,USA,02210-1980,1 617 570 1000,,469290220.0,,,1324.0,,0.0,0.0,,,,,,,,,,,,,,71715676,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Goodwin Procter Llp,USA
SENDJ-1_00000073,Huaneng Guicheng Trust Corporation Limited,Principal Subsidiary,Unlisted,Legal Services,6541,Title Abstract Offices,541191,Title Abstract and Settlement Offices,74.11,Legal activities,,,,http://www.hngtrust.com,Floor 23  Building 10  Business Zone  Phase 1  Guizhou Finance C,,,Lei Sun,Chairman,86 85188661688,,,Guiyang,GZ,China,550081,86 85188661688,,462612131.0,,,374.0,,,,,,,,,,,,,,,,,679850755,Title Abstract Office,,Corporation,,China Huaneng Group Co. Ltd.,China
SENDJ-1_00000074,Akin  Gump  Strauss  Hauer & Feld  Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.akingump.com,,,,Kim Koopersmith,Partner,,,,Washington,DC,USA,20006-1037,,,462392543.0,,,1786.0,,,,,,,,,,,,,,,,,78376928,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Akin  Gump  Strauss  Hauer & Feld  Llp,USA
SENDJ-1_00000075,Foley & Lardner Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.foley.com,777 E Wscnsin Ave Ste 380,,,Daljit Doogal,Chairman Of The Board,1 414 271 2400,,,Milwaukee,WI,USA,53202-5306,1 414 271 2400,,454272255.0,,,1100.0,,0.0,0.0,,,,,,,,,,,,,,78931243,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Foley & Lardner Llp,USA
SENDJ-1_00000076,Sdic Taikang Trust Co.  Ltd.,Principal Subsidiary,Unlisted,Legal Services,6541,Title Abstract Offices,541191,Title Abstract and Settlement Offices,74.11,Legal activities,,,,http://www.sdictktrust.com,Floor 16 And 17  Building 2  Fuchengmen North Street  Xicheng Di,,,Ying Li,Chairman,,,,Beijing,BJ,China,100034,,,450331162.0,,,316.0,,,,,,,,,,,,,,,,,421253242,Title Abstract Office,,Corporation,,"SDIC Capital Co., Ltd.",China
SENDJ-1_00000077,Loyens & Loeff N.V.,Headquarters,Unlisted,Legal Services,7389,"Business Services, NEC",561499,All Other Business Support Services,74.87,Other business activities n.e.c.,,,,http://www.loyensloeff.com,Blaak 31,,,Steven Robert Alexander Lucas,Authorized Signing Officer,31 102246224,,,Rotterdam,ZH,Netherlands,3011 GA,31 102246224,,444640447.0,,,1517.0,,,,,4131523.0,,222793201.0,222793201.0,,,1.2,,,,0.023,,413166492,Business Services,,Corporation,Global Ultimate,Loyens & Loeff N.V.,Netherlands
SENDJ-1_00000078,Mcdermott Will & Emery Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.mwe.com,,,,Michael L Boykins,Partner,,,,Chicago,IL,USA,60606-0029,,,444268508.0,,,25000.0,,,,,,,,,,,,,,,,,76889054,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Mcdermott Will & Emery Llp,USA
SENDJ-1_00000079,Paul Hastings Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.paulhastings.com,515 S Flower St Fl 25,,,Mr Greg Nitzkowski,Partner,1 213 683 6000,,,Los Angeles,CA,USA,90071-2228,1 213 683 6000,,429414158.0,,,2700.0,,0.0,0.0,,,,,,,,,,,,,,77238624,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Paul Hastings Llp,USA
SENDJ-1_00000080,Baker & Mckenzie Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.bakermckenzie.com,280 Bishopsgate,,,Alex Chadwick,Designated Limited Liability Partnership Member,44 2079191000,,,London,London,England,EC2M 4RB,44 2079191000,,427102857.0,,,853.0,,,,,172303443.0,,527705331.0,527705331.0,,,6.3,,,,0.328,,345380617,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000081,J & A Garrigues Slp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.garrigues.com,Calle Hermosilla 3,,,Vives Ruiz  Fernando,Managing Administrator,34 915145200,34 913992408,,Madrid,M,Spain,28001,34 915145200,34 913992408,424492611.0,,,1381.0,,,,,3450568.0,,329384826.0,329384826.0,,,1.5,,,,0.042,,564942860,Legal Services Office,,Corporation,Global Ultimate,J & A Garrigues Slp,Spain
SENDJ-1_00000082,China Fortune International Trust Co. Ltd.,Principal Subsidiary,Unlisted,Legal Services,6541,Title Abstract Offices,541191,Title Abstract and Settlement Offices,74.11,Legal activities,,,,http://www.cfitc.com,Floor 11  Suite B  China Huadian Building  No.2  Xuanwumen Inner,,,Yu Chu,Legal Representative,86 1083568201,,,Beijing,BJ,China,100031,86 1083568201,,418413449.0,,,425.0,,,,,,,,,,,,,,,,,547030132,Title Abstract Office,,Corporation,,China Huadian Corporation Ltd.,China
SENDJ-1_00000083,Law Offices Of Kim And Chang,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.kimchang.com,1/F Seyang Bldg.,39 Sajik-Ro 8-Gil  Jongno-Gu,,Young Moo Kim,President,82 237038561,82 27379091,,Seoul,Seoul,Korea Rep Of,03170,82 237038561,82 27379091,416873600.0,,,4500.0,,,,,,,,,,,,,,,,,688274810,Legal Services Office,,Limited Liability Partnership,,
SENDJ-1_00000084,Inficon Gmbh,Principal Subsidiary,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.inficon.com,Hintergasse 15b,,,Lukas Winkler,Managing Director,41 813004980,41 813004988,,Bad Ragaz,SG,Switzerland,7310,41 813004980,41 813004988,410447000.0,,,5.0,,,,,,,,,,,,,,,,,481249097,Legal Services Nsk,,Corporation,,INFICON Holding AG,Switzerland
SENDJ-1_00000085,IPH Ltd.,Headquarters,Listed,Legal Services,7389,"Business Services, NEC",541199,All Other Legal Services,74.8,Miscellaneous business activities n.e.c.,Australian Stock Exchange Ltd,ASX All Ordinaries,Deloitte Touche Tohmatsu Limited,http://www.iphltd.com.au,Darling Park,201 Sussex Street,,"Tamsyn Hoff,Secretary & Head-Legal",,61 130 554474,,companysecretary@iphltd.com.au,Sydney,New South Wales (NSW),Australia,2000,61 2 93930301,,403935189.0,869372.0,,1600.0,850987530.0,0.254180775164901,0.230769230769231,,40553598.0,0.100396301188904,876037778.0,452959688.0,0.703967698728634,25.0,2.77318548387097,77.5342897682485,37.4447997563575,0.100377571556166,0.048445732612225,jXIPH,749634775,"IPH Ltd. is a holding company, which engages in the provision of intellectual property (IP) services. It operates through the following segments: Intellectual Property Services Australia Services and New Zealand, Intellectual Property Services Asia, Intel",,,Global Ultimate,IPH Ltd.,Australia
SENDJ-1_00000086,DFB GmbH & Co. KG,,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.dfb.de,Kennedyallee 274,,,Holger Blask,Executive Board Member,69 67880,69 6788204,,Frankfurt am Main,Hessen,GERMANY,60528,69 67880,69 6788204,402959320.0,,,305.0,,8.29244759781567,1.32824427480916,,24661683.0,,90666262.0,90666262.0,,,,,,,,,324698331,,,,,Deutscher Fu§ball-Bund (DFB),GERMANY
SENDJ-1_00000087,Fieldfisher Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.fieldfisher.com,Riverbank House,2 Swan Lane,,Philip Abell,Designated Limited Liability Partnership Member,44 2078614000,,,London,London,England,EC4R 3TT,44 2078614000,,398509738.0,,,1593.0,,,,,0.0,,253622258.0,253622258.0,,,3.7,,,,0.004,,349487996,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Fieldfisher Llp,England
SENDJ-1_00000088,Kennedys Law Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.kennedyslaw.com,20 Fenchurch Street,,,Ben Aram,Designated Limited Liability Partnership Member,44 2076679667,,,London,London,England,EC3M 3BY,44 2076679667,,394051804.0,,,2350.0,,,,,-5928166.0,,248314549.0,248314549.0,,,1.8,,,,-0.016,,216646065,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Kennedys Law Llp,England
SENDJ-1_00000089,Faegre Drinker Biddle & Reath Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.faegredrinker.com,1 Logan Sq Ste 2000,,,Ms Gina Kastel,Chairman Of The Board,1 215 988 2700,,,Philadelphia,PA,USA,19103-6909,1 215 988 2700,,393271092.0,,,1500.0,,0.0,0.0,,,,,,,,,,,,,,75476390,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Faegre Drinker Biddle & Reath Llp,USA
SENDJ-1_00000090,Examworks Group  Inc.,Headquarters,Unlisted,Legal Services,8099,"Health and Allied Services, NEC",621999,All Other Miscellaneous Ambulatory Health Care Services,85.14,Other human health activities,,,,http://www.examworks.com,3280 Peachtree Rd Ne # 26,,,Mr James K Price,Chief Executive Officer,1 404 952 2400,,,Atlanta,GA,USA,30305-2430,1 404 952 2400,,387412360.0,,,3400.0,,0.0,0.0,,,,,,,,,,,,,,964999978,Health/Allied Services,,Corporation,Global Ultimate,Examworks Group  Inc.,USA
SENDJ-1_00000091,Perkins Coie Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,Deloitte Tax Llp Chicago Il,http://www.perkinscoie.com,1201 3rd Ave Ste 4900,,,Mr Robert E Giles,Managing Partner,1 206 359 8000,,,Seattle,WA,USA,98101-3095,1 206 359 8000,,386324044.0,,,851.0,,0.0,0.0,,,,,,,,,,,,,,60030707,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Perkins Coie Llp,USA
SENDJ-1_00000092,Mishcon De Reya Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.mishcon.com,Africa House,70 Kingsway,,Charalambos Georgiou,Designated Limited Liability Partnership Member,44 2033217000,,,London,London,England,WC2B 6AH,44 2033217000,,383241063.0,,,1427.0,,,,,185602.0,,340809841.0,340809841.0,,,2.4,,,,0.002,,220881771,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Mishcon De Reya Llp,England
SENDJ-1_00000093,Hwabao Trust Co. Ltd.,Principal Subsidiary,Unlisted,Legal Services,6541,Title Abstract Offices,541191,Title Abstract and Settlement Offices,74.11,Legal activities,,,,http://www.huabaotrust.com,Floor 59  No.100  Shiji Avenue  Pilot Free Trade Zone,,,Qiqiang Li,Chairman,86 2138506666,,,Shanghai,SH,China,200120,86 2138506666,,380371121.0,,,346.0,,,,,,,,,,,,,,,,,527629679,Title Abstract Office,,Corporation,,China Baowu Steel Group Corporation Limited,China
SENDJ-1_00000094,Borden Ladner Gervais Llp,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.blg.com,Bay Adelaide Centre  East Tower 22 Adelaide St W Suite 3400,,,Denise Bambrough,Partner,1 416 367 6000,,,Toronto,ON,Canada,M5H 4E3,1 416 367 6000,,370576800.0,,,1800.0,,,,,,,,,,,,,,,,,251028973,Legal Services Office,,Limited Liability Partnership,Global Ultimate,Borden Ladner Gervais Llp,Canada
SENDJ-1_00000095,Littler Mendelson  P.C.,Headquarters,Unlisted,Legal Services,8111,Legal Services,541110,Offices of Lawyers,74.11,Legal activities,,,,http://www.littler.com,101 2nd St,,,Ms Erin Webber,President,1 415 433 1940,,,San Francisco,CA,USA,94105-3606,1 415 433 1940,,369684789.0,,,1500.0,,0.0,0.0,,,,,,,,,,,,,,78758919,Legal Services Office,,Corporation,Global Ultimate,Littler Mendelson  P.C.,USA
